State,Date,zori,cpi,property_tax,population,property_crime,burglary,larceny,motor_vehicle_theft,gdp,personal_consumption,personal_income,unemployment_rates,house_price_index,housing_units
IL,2016-04-01,1100.3171575564306,239.261,2119.93821,12835726.0,263256.0,48193.0,195196.0,19867.0,748754.5,518592.29999999993,671377400000.0,6.1,373.5,1163000.0
IL,2016-05-01,1102.8929203884425,240.22899999999998,2119.93821,12835726.0,263256.0,48193.0,195196.0,19867.0,748754.5,518592.29999999993,671377400000.0,6.0,380.14,1148000.0
IL,2016-06-01,1104.7802567200206,241.018,2119.93821,12835726.0,263256.0,48193.0,195196.0,19867.0,748754.5,518592.29999999993,671377400000.0,5.9,380.14,1203000.0
IL,2016-07-01,1109.8566308248667,240.62800000000001,2119.93821,12835726.0,263256.0,48193.0,195196.0,19867.0,746744.6,518592.29999999993,672998200000.0,5.8,380.14,1239000.0
IL,2016-08-01,1113.9968524958852,240.84900000000002,2119.93821,12835726.0,263256.0,48193.0,195196.0,19867.0,746744.6,518592.29999999993,672998200000.0,5.8,383.12,1171000.0
IL,2016-09-01,1117.0555111016986,241.428,2119.93821,12835726.0,263256.0,48193.0,195196.0,19867.0,746744.6,518592.29999999993,672998200000.0,5.7,383.12,1068000.0
IL,2016-10-01,1120.2956839416406,241.72899999999998,2119.93821,12835726.0,263256.0,48193.0,195196.0,19867.0,754072.8,518592.29999999993,679904400000.0,5.7,383.12,1313000.0
IL,2016-11-01,1123.9086925682184,241.35300000000004,2119.93821,12835726.0,263256.0,48193.0,195196.0,19867.0,754072.8,518592.29999999993,679904400000.0,5.6,385.94,1140000.0
IL,2016-12-01,1131.3929918726574,241.43200000000002,2119.93821,12835726.0,263256.0,48193.0,195196.0,19867.0,754072.8,518592.29999999993,679904400000.0,5.4,385.94,1252000.0
IL,2017-01-01,1138.356882906219,242.839,2240.009569,12786196.0,255108.0,43355.0,190860.0,20893.0,748851.5,535827.7,682442800000.0,5.3,385.94,1190000.0
IL,2017-02-01,1144.6045500973278,243.60300000000004,2240.009569,12786196.0,255108.0,43355.0,190860.0,20893.0,748851.5,535827.7,682442800000.0,5.1,394.58,1271000.0
IL,2017-03-01,1149.5751415358363,243.80100000000002,2240.009569,12786196.0,255108.0,43355.0,190860.0,20893.0,748851.5,535827.7,682442800000.0,5.0,394.58,1190000.0
IL,2017-04-01,1152.6220391195154,244.524,2240.009569,12786196.0,255108.0,43355.0,190860.0,20893.0,753571.8,535827.7,689700400000.0,4.9,394.58,1146000.0
IL,2017-05-01,1161.230881704115,244.733,2240.009569,12786196.0,255108.0,43355.0,190860.0,20893.0,753571.8,535827.7,689700400000.0,4.9,400.67,1157000.0
IL,2017-06-01,1162.5346355339118,244.95499999999998,2240.009569,12786196.0,255108.0,43355.0,190860.0,20893.0,753571.8,535827.7,689700400000.0,4.9,400.67,1249000.0
IL,2017-07-01,1167.108463108594,244.786,2240.009569,12786196.0,255108.0,43355.0,190860.0,20893.0,757994.2,535827.7,696642700000.0,5.0,400.67,1206000.0
IL,2017-08-01,1174.9969457565899,245.51900000000003,2240.009569,12786196.0,255108.0,43355.0,190860.0,20893.0,757994.2,535827.7,696642700000.0,5.0,404.0,1159000.0
IL,2017-09-01,1183.4164075693236,246.81900000000002,2240.009569,12786196.0,255108.0,43355.0,190860.0,20893.0,757994.2,535827.7,696642700000.0,4.9,404.0,1181000.0
IL,2017-10-01,1187.7592464385411,246.66299999999998,2240.009569,12786196.0,255108.0,43355.0,190860.0,20893.0,761961.2,535827.7,704537900000.0,4.9,404.0,1257000.0
IL,2017-11-01,1191.601864102961,246.66899999999998,2240.009569,12786196.0,255108.0,43355.0,190860.0,20893.0,761961.2,535827.7,704537900000.0,4.8,409.71,1273000.0
IL,2017-12-01,1198.1505312520485,246.524,2240.009569,12786196.0,255108.0,43355.0,190860.0,20893.0,761961.2,535827.7,704537900000.0,4.7,409.71,1177000.0
IL,2018-01-01,1202.2719252539014,247.86700000000002,2286.039236,12723071.0,246679.0,39317.0,187517.0,19845.0,770034.3,559565.3,717004900000.0,4.5,409.71,1301000.0
IL,2018-02-01,1205.6454611003608,248.99099999999999,2286.039236,12723071.0,246679.0,39317.0,187517.0,19845.0,770034.3,559565.3,717004900000.0,4.4,417.26,1279000.0
IL,2018-03-01,1206.754977639325,249.554,2286.039236,12723071.0,246679.0,39317.0,187517.0,19845.0,770034.3,559565.3,717004900000.0,4.4,417.26,1324000.0
IL,2018-04-01,1209.2780981893134,250.54599999999996,2286.039236,12723071.0,246679.0,39317.0,187517.0,19845.0,774027.4,559565.3,725650000000.0,4.3,417.26,1286000.0
IL,2018-05-01,1210.4713165882815,251.58799999999997,2286.039236,12723071.0,246679.0,39317.0,187517.0,19845.0,774027.4,559565.3,725650000000.0,4.3,422.35,1358000.0
IL,2018-06-01,1220.2656800656414,251.989,2286.039236,12723071.0,246679.0,39317.0,187517.0,19845.0,774027.4,559565.3,725650000000.0,4.2,422.35,1199000.0
IL,2018-07-01,1228.1851113166724,252.006,2286.039236,12723071.0,246679.0,39317.0,187517.0,19845.0,776057.2,559565.3,731620400000.0,4.3,422.35,1199000.0
IL,2018-08-01,1237.1180693911708,252.14600000000002,2286.039236,12723071.0,246679.0,39317.0,187517.0,19845.0,776057.2,559565.3,731620400000.0,4.3,423.81,1289000.0
IL,2018-09-01,1244.8498019153913,252.43899999999996,2286.039236,12723071.0,246679.0,39317.0,187517.0,19845.0,776057.2,559565.3,731620400000.0,4.4,423.81,1247000.0
IL,2018-10-01,1244.5794481889197,252.88499999999996,2286.039236,12723071.0,246679.0,39317.0,187517.0,19845.0,776141.3,559565.3,739189400000.0,4.4,423.81,1220000.0
IL,2018-11-01,1241.4111752451063,252.03799999999998,2286.039236,12723071.0,246679.0,39317.0,187517.0,19845.0,776141.3,559565.3,739189400000.0,4.5,428.52,1177000.0
IL,2018-12-01,1247.2285492368421,251.233,2286.039236,12723071.0,246679.0,39317.0,187517.0,19845.0,776141.3,559565.3,739189400000.0,4.5,428.52,1089000.0
IL,2019-01-01,1253.1971212238955,251.71200000000002,2323.334507,12667017.0,235033.0,34789.0,181225.0,19019.0,776071.6,574299.8,744627700000.0,4.5,428.52,1232000.0
IL,2019-02-01,1257.3561585612147,252.77599999999998,2323.334507,12667017.0,235033.0,34789.0,181225.0,19019.0,776071.6,574299.8,744627700000.0,4.5,435.66,1129000.0
IL,2019-03-01,1258.3571697900904,254.202,2323.334507,12667017.0,235033.0,34789.0,181225.0,19019.0,776071.6,574299.8,744627700000.0,4.3,435.66,1200000.0
IL,2019-04-01,1262.4390249339656,255.548,2323.334507,12667017.0,235033.0,34789.0,181225.0,19019.0,776598.2,574299.8,745028900000.0,4.1,435.66,1280000.0
IL,2019-05-01,1272.1467491656051,256.092,2323.334507,12667017.0,235033.0,34789.0,181225.0,19019.0,776598.2,574299.8,745028900000.0,4.0,441.19,1308000.0
IL,2019-06-01,1288.9264964228837,256.143,2323.334507,12667017.0,235033.0,34789.0,181225.0,19019.0,776598.2,574299.8,745028900000.0,3.8000000000000003,441.19,1235000.0
IL,2019-07-01,1322.4440008899514,256.571,2323.334507,12667017.0,235033.0,34789.0,181225.0,19019.0,779812.1,574299.8,750354200000.0,3.8000000000000003,441.19,1232000.0
IL,2019-08-01,1372.6621271066751,256.558,2323.334507,12667017.0,235033.0,34789.0,181225.0,19019.0,779812.1,574299.8,750354200000.0,3.7,445.13,1370000.0
IL,2019-09-01,1408.1463378082078,256.759,2323.334507,12667017.0,235033.0,34789.0,181225.0,19019.0,779812.1,574299.8,750354200000.0,3.7,445.13,1297000.0
IL,2019-10-01,1380.7323172330102,257.346,2323.334507,12667017.0,235033.0,34789.0,181225.0,19019.0,778133.5,574299.8,755235700000.0,3.7,445.13,1328000.0
IL,2019-11-01,1319.2597860577353,257.208,2323.334507,12667017.0,235033.0,34789.0,181225.0,19019.0,778133.5,574299.8,755235700000.0,3.6,355.3,1343000.0
IN,2015-02-01,691.0320908108076,234.722,968.4856629,6612768.0,171878.0,34404.0,123940.0,13534.0,312883.7,222911.7,279180700000.0,5.2,355.3,886000.0
IN,2015-03-01,700.1478810549322,236.119,968.4856629,6612768.0,171878.0,34404.0,123940.0,13534.0,312883.7,222911.7,279180700000.0,5.1,355.3,960000.0
IN,2015-04-01,699.2156707575161,236.599,968.4856629,6612768.0,171878.0,34404.0,123940.0,13534.0,314704.3,222911.7,282298800000.0,4.9,355.3,1190000.0
IN,2015-05-01,702.5137667482874,237.805,968.4856629,6612768.0,171878.0,34404.0,123940.0,13534.0,314704.3,222911.7,282298800000.0,4.8,360.36,1079000.0
IN,2015-06-01,699.0415052911927,238.638,968.4856629,6612768.0,171878.0,34404.0,123940.0,13534.0,314704.3,222911.7,282298800000.0,4.7,360.36,1205000.0
IN,2015-07-01,699.3797466326785,238.654,968.4856629,6612768.0,171878.0,34404.0,123940.0,13534.0,313221.5,222911.7,283665400000.0,4.6,360.36,1146000.0
IN,2015-08-01,704.6344302712835,238.316,968.4856629,6612768.0,171878.0,34404.0,123940.0,13534.0,313221.5,222911.7,283665400000.0,4.6,363.27,1130000.0
IN,2015-09-01,708.746097626315,237.945,968.4856629,6612768.0,171878.0,34404.0,123940.0,13534.0,313221.5,222911.7,283665400000.0,4.5,363.27,1224000.0
IN,2015-10-01,712.2192238700761,237.838,968.4856629,6612768.0,171878.0,34404.0,123940.0,13534.0,314195.2,222911.7,286140500000.0,4.5,363.27,1058000.0
IN,2015-11-01,710.3796745172872,237.336,968.4856629,6612768.0,171878.0,34404.0,123940.0,13534.0,314195.2,222911.7,286140500000.0,4.5,366.62,1172000.0
IN,2015-12-01,712.1539759057111,236.525,968.4856629,6612768.0,171878.0,34404.0,123940.0,13534.0,314195.2,222911.7,286140500000.0,4.6,366.62,1146000.0
IN,2016-01-01,716.5888356238582,236.916,967.3910504,6634007.0,168460.0,33567.0,120454.0,14439.0,315453.4,230341.9,286977800000.0,4.6,366.62,1092000.0
IN,2016-02-01,718.627556818581,237.111,967.3910504,6634007.0,168460.0,33567.0,120454.0,14439.0,315453.4,230341.9,286977800000.0,4.6,373.5,1225000.0
IN,2016-03-01,728.5395974548346,238.132,967.3910504,6634007.0,168460.0,33567.0,120454.0,14439.0,315453.4,230341.9,286977800000.0,4.6,373.5,1111000.0
IN,2016-04-01,733.0525633074149,239.261,967.3910504,6634007.0,168460.0,33567.0,120454.0,14439.0,318480.5,230341.9,289386500000.0,4.6,373.5,1163000.0
IN,2016-05-01,733.9787634209862,240.229,967.3910504,6634007.0,168460.0,33567.0,120454.0,14439.0,318480.5,230341.9,289386500000.0,4.5,380.14,1148000.0
IN,2016-06-01,735.8933792878479,241.018,967.3910504,6634007.0,168460.0,33567.0,120454.0,14439.0,318480.5,230341.9,289386500000.0,4.4,380.14,1203000.0
IN,2016-07-01,737.7387460700561,240.628,967.3910504,6634007.0,168460.0,33567.0,120454.0,14439.0,321320.7,230341.9,291754900000.0,4.4,380.14,1239000.0
IN,2016-08-01,744.6193315098797,240.849,967.3910504,6634007.0,168460.0,33567.0,120454.0,14439.0,321320.7,230341.9,291754900000.0,4.3,383.12,1171000.0
IN,2016-09-01,745.7824760077305,241.428,967.3910504,6634007.0,168460.0,33567.0,120454.0,14439.0,321320.7,230341.9,291754900000.0,4.2,383.12,1068000.0
IN,2016-10-01,748.4965837300235,241.729,967.3910504,6634007.0,168460.0,33567.0,120454.0,14439.0,323151.4,230341.9,294298300000.0,4.1,383.12,1313000.0
IN,2016-11-01,750.3144500827204,241.353,967.3910504,6634007.0,168460.0,33567.0,120454.0,14439.0,323151.4,230341.9,294298300000.0,4.1,385.94,1140000.0
IN,2016-12-01,755.7020975524515,241.432,967.3910504,6634007.0,168460.0,33567.0,120454.0,14439.0,323151.4,230341.9,294298300000.0,4.0,385.94,1252000.0
IN,2017-01-01,764.1697320057738,242.839,1041.752139,6660082.0,158932.0,29799.0,114395.0,14738.0,322669.6,242291.0,296766600000.0,3.8,385.94,1190000.0
IN,2017-02-01,767.760687051048,243.603,1041.752139,6660082.0,158932.0,29799.0,114395.0,14738.0,322669.6,242291.0,296766600000.0,3.7,394.58,1271000.0
IN,2017-03-01,774.7542197241004,243.801,1041.752139,6660082.0,158932.0,29799.0,114395.0,14738.0,322669.6,242291.0,296766600000.0,3.5,394.58,1190000.0
IN,2017-04-01,780.879430174217,244.524,1041.752139,6660082.0,158932.0,29799.0,114395.0,14738.0,324783.9,242291.0,300104100000.0,3.4,394.58,1146000.0
IN,2017-05-01,786.8855088779629,244.733,1041.752139,6660082.0,158932.0,29799.0,114395.0,14738.0,324783.9,242291.0,300104100000.0,3.4,400.67,1157000.0
IN,2017-06-01,789.7042951905414,244.955,1041.752139,6660082.0,158932.0,29799.0,114395.0,14738.0,324783.9,242291.0,300104100000.0,3.4,400.67,1249000.0
IN,2017-07-01,788.540376618092,244.786,1041.752139,6660082.0,158932.0,29799.0,114395.0,14738.0,325701.0,242291.0,302814800000.0,3.5,400.67,1206000.0
IN,2017-08-01,793.2209897816374,245.519,1041.752139,6660082.0,158932.0,29799.0,114395.0,14738.0,325701.0,242291.0,302814800000.0,3.5,404.0,1159000.0
IN,2017-09-01,798.1845005336618,246.819,1041.752139,6660082.0,158932.0,29799.0,114395.0,14738.0,325701.0,242291.0,302814800000.0,3.5,404.0,1181000.0
IN,2017-10-01,805.8754798583677,246.663,1041.752139,6660082.0,158932.0,29799.0,114395.0,14738.0,330212.5,242291.0,306889900000.0,3.5,404.0,1257000.0
IN,2017-11-01,810.5594637580184,246.669,1041.752139,6660082.0,158932.0,29799.0,114395.0,14738.0,330212.5,242291.0,306889900000.0,3.4,409.71,1273000.0
IN,2017-12-01,815.0976430304834,246.524,1041.752139,6660082.0,158932.0,29799.0,114395.0,14738.0,330212.5,242291.0,306889900000.0,3.3,409.71,1177000.0
IN,2018-01-01,827.3878222424353,247.867,1059.495688,6695497.0,146948.0,25894.0,105861.0,15193.0,335177.8,253792.5,312646300000.0,3.3,409.71,1301000.0
IN,2018-02-01,833.884178166662,248.991,1059.495688,6695497.0,146948.0,25894.0,105861.0,15193.0,335177.8,253792.5,312646300000.0,3.3,417.26,1279000.0
IN,2018-03-01,846.0381975665363,249.554,1059.495688,6695497.0,146948.0,25894.0,105861.0,15193.0,335177.8,253792.5,312646300000.0,3.3,417.26,1324000.0
IN,2018-04-01,839.8620103212606,250.546,1059.495688,6695497.0,146948.0,25894.0,105861.0,15193.0,337591.6,253792.5,314938500000.0,3.3,417.26,1286000.0
IN,2018-05-01,843.6381180603486,251.588,1059.495688,6695497.0,146948.0,25894.0,105861.0,15193.0,337591.6,253792.5,314938500000.0,3.4,422.35,1358000.0
IN,2018-06-01,846.0965553901378,251.989,1059.495688,6695497.0,146948.0,25894.0,105861.0,15193.0,337591.6,253792.5,314938500000.0,3.4,422.35,1199000.0
IN,2018-07-01,851.280313196893,252.006,1059.495688,6695497.0,146948.0,25894.0,105861.0,15193.0,337908.6,253792.5,317772300000.0,3.4,422.35,1199000.0
IN,2018-08-01,854.4354006488089,252.146,1059.495688,6695497.0,146948.0,25894.0,105861.0,15193.0,337908.6,253792.5,317772300000.0,3.5,423.81,1289000.0
IN,2018-09-01,862.46933788453,252.439,1059.495688,6695497.0,146948.0,25894.0,105861.0,15193.0,337908.6,253792.5,317772300000.0,3.5,423.81,1247000.0
IN,2018-10-01,875.5405182852285,252.885,1059.495688,6695497.0,146948.0,25894.0,105861.0,15193.0,337920.6,253792.5,321771900000.0,3.5,423.81,1220000.0
IN,2018-11-01,894.9363839338099,252.038,1059.495688,6695497.0,146948.0,25894.0,105861.0,15193.0,337920.6,253792.5,321771900000.0,3.5,428.52,1177000.0
IN,2018-12-01,909.0869169777479,251.233,1059.495688,6695497.0,146948.0,25894.0,105861.0,15193.0,337920.6,253792.5,321771900000.0,3.5,428.52,1089000.0
IN,2019-01-01,929.1729523691032,251.712,1114.397199,6731010.0,131097.0,21586.0,95745.0,13766.0,335558.8,260120.0,326567200000.0,3.5,428.52,1232000.0
IN,2019-02-01,925.1316688844479,252.776,1114.397199,6731010.0,131097.0,21586.0,95745.0,13766.0,335558.8,260120.0,326567200000.0,3.4,435.66,1129000.0
IN,2019-03-01,931.524476731061,254.202,1114.397199,6731010.0,131097.0,21586.0,95745.0,13766.0,335558.8,260120.0,326567200000.0,3.3,435.66,1200000.0
IN,2019-04-01,933.2872807549219,255.548,1114.397199,6731010.0,131097.0,21586.0,95745.0,13766.0,338006.0,260120.0,328108800000.0,3.2,435.66,1280000.0
IN,2019-05-01,940.1439889057469,256.092,1114.397199,6731010.0,131097.0,21586.0,95745.0,13766.0,338006.0,260120.0,328108800000.0,3.2,441.19,1308000.0
IN,2019-06-01,938.1020812830483,256.143,1114.397199,6731010.0,131097.0,21586.0,95745.0,13766.0,338006.0,260120.0,328108800000.0,3.2,441.19,1235000.0
IN,2019-07-01,942.7843378369915,256.571,1114.397199,6731010.0,131097.0,21586.0,95745.0,13766.0,339115.8,260120.0,330575600000.0,3.2,441.19,1232000.0
IN,2019-08-01,950.0001393420491,256.558,1114.397199,6731010.0,131097.0,21586.0,95745.0,13766.0,339115.8,260120.0,330575600000.0,3.3,445.13,1370000.0
IN,2019-09-01,957.0815301801066,256.759,1114.397199,6731010.0,131097.0,21586.0,95745.0,13766.0,339115.8,260120.0,330575600000.0,3.3,445.13,1297000.0
IN,2019-10-01,958.9347054978233,257.346,1114.397199,6731010.0,131097.0,21586.0,95745.0,13766.0,340719.7,260120.0,333476300000.0,3.3,445.13,1328000.0
IN,2019-11-01,961.9336162926342,257.208,1114.397199,6731010.0,131097.0,21586.0,95745.0,13766.0,340719.7,260120.0,333476300000.0,3.3,355.3,1343000.0
KS,2015-02-01,835.683853324888,234.722,1440.962858,2906721.0,80059.0,15619.0,57435.0,7005.0,146337.4,101825.9,138261500000.0,4.4,355.3,886000.0
KS,2015-03-01,842.3361672003839,236.119,1440.962858,2906721.0,80059.0,15619.0,57435.0,7005.0,146337.4,101825.9,138261500000.0,4.4,355.3,960000.0
KS,2015-04-01,854.7125752804029,236.599,1440.962858,2906721.0,80059.0,15619.0,57435.0,7005.0,148746.8,101825.9,138430600000.0,4.4,355.3,1190000.0
KS,2015-05-01,849.8674851917473,237.805,1440.962858,2906721.0,80059.0,15619.0,57435.0,7005.0,148746.8,101825.9,138430600000.0,4.3,360.36,1079000.0
KS,2015-06-01,851.435439005073,238.638,1440.962858,2906721.0,80059.0,15619.0,57435.0,7005.0,148746.8,101825.9,138430600000.0,4.2,360.36,1205000.0
KS,2015-07-01,842.2314369761509,238.654,1440.962858,2906721.0,80059.0,15619.0,57435.0,7005.0,149641.6,101825.9,138497000000.0,4.1,360.36,1146000.0
KS,2015-08-01,851.3658567027177,238.316,1440.962858,2906721.0,80059.0,15619.0,57435.0,7005.0,149641.6,101825.9,138497000000.0,4.0,363.27,1130000.0
KS,2015-09-01,854.9010384863984,237.945,1440.962858,2906721.0,80059.0,15619.0,57435.0,7005.0,149641.6,101825.9,138497000000.0,4.0,363.27,1224000.0
KS,2015-10-01,867.8957069571021,237.838,1440.962858,2906721.0,80059.0,15619.0,57435.0,7005.0,150516.3,101825.9,138157900000.0,3.9,363.27,1058000.0
KS,2015-11-01,881.4377687680989,237.336,1440.962858,2906721.0,80059.0,15619.0,57435.0,7005.0,150516.3,101825.9,138157900000.0,3.9,366.62,1172000.0
KS,2015-12-01,892.7726753107139,236.525,1440.962858,2906721.0,80059.0,15619.0,57435.0,7005.0,150516.3,101825.9,138157900000.0,3.9,366.62,1146000.0
KS,2016-01-01,895.8163333483008,236.916,1489.573141,2907731.0,82293.0,14759.0,60119.0,7415.0,150695.9,103792.2,136942100000.0,3.9,366.62,1092000.0
KS,2016-02-01,918.881779726589,237.11100000000002,1489.573141,2907731.0,82293.0,14759.0,60119.0,7415.0,150695.9,103792.2,136942100000.0,3.9,373.5,1225000.0
KS,2016-03-01,917.2401637671995,238.132,1489.573141,2907731.0,82293.0,14759.0,60119.0,7415.0,150695.9,103792.2,136942100000.0,3.9,373.5,1111000.0
KS,2016-04-01,924.8942198277825,239.261,1489.573141,2907731.0,82293.0,14759.0,60119.0,7415.0,153390.5,103792.2,138089600000.0,4.0,373.5,1163000.0
KS,2016-05-01,926.436509752485,240.229,1489.573141,2907731.0,82293.0,14759.0,60119.0,7415.0,153390.5,103792.2,138089600000.0,4.0,380.14,1148000.0
KS,2016-06-01,924.8289613445226,241.018,1489.573141,2907731.0,82293.0,14759.0,60119.0,7415.0,153390.5,103792.2,138089600000.0,4.0,380.14,1203000.0
KS,2016-07-01,922.4566091695817,240.628,1489.573141,2907731.0,82293.0,14759.0,60119.0,7415.0,154970.0,103792.2,139189300000.0,4.1,380.14,1239000.0
KS,2016-08-01,933.3153279971631,240.849,1489.573141,2907731.0,82293.0,14759.0,60119.0,7415.0,154970.0,103792.2,139189300000.0,4.1,383.12,1171000.0
KS,2016-09-01,949.5331255000802,241.42800000000003,1489.573141,2907731.0,82293.0,14759.0,60119.0,7415.0,154970.0,103792.2,139189300000.0,4.1,383.12,1068000.0
KS,2016-10-01,953.3913253351991,241.729,1489.573141,2907731.0,82293.0,14759.0,60119.0,7415.0,155724.9,103792.2,139914500000.0,4.1,383.12,1313000.0
KS,2016-11-01,955.2546634229078,241.353,1489.573141,2907731.0,82293.0,14759.0,60119.0,7415.0,155724.9,103792.2,139914500000.0,4.1,385.94,1140000.0
KS,2016-12-01,955.8921188691603,241.432,1489.573141,2907731.0,82293.0,14759.0,60119.0,7415.0,155724.9,103792.2,139914500000.0,4.0,385.94,1252000.0
KS,2017-01-01,952.125446778903,242.839,1541.477036,2910689.0,79387.0,13102.0,58891.0,7394.0,155227.5,107133.4,141221900000.0,3.9,385.94,1190000.0
KS,2017-02-01,957.0603003623013,243.603,1541.477036,2910689.0,79387.0,13102.0,58891.0,7394.0,155227.5,107133.4,141221900000.0,3.8,394.58,1271000.0
KS,2017-03-01,962.2770847732866,243.801,1541.477036,2910689.0,79387.0,13102.0,58891.0,7394.0,155227.5,107133.4,141221900000.0,3.7,394.58,1190000.0
KS,2017-04-01,973.370504649113,244.52400000000003,1541.477036,2910689.0,79387.0,13102.0,58891.0,7394.0,155178.2,107133.4,141965600000.0,3.6,394.58,1146000.0
KS,2017-05-01,974.2962037766501,244.733,1541.477036,2910689.0,79387.0,13102.0,58891.0,7394.0,155178.2,107133.4,141965600000.0,3.6,400.67,1157000.0
KS,2017-06-01,982.5760572571555,244.955,1541.477036,2910689.0,79387.0,13102.0,58891.0,7394.0,155178.2,107133.4,141965600000.0,3.6,400.67,1249000.0
KS,2017-07-01,983.4804171648921,244.786,1541.477036,2910689.0,79387.0,13102.0,58891.0,7394.0,155222.8,107133.4,142834800000.0,3.6,400.67,1206000.0
KS,2017-08-01,988.9935039495679,245.519,1541.477036,2910689.0,79387.0,13102.0,58891.0,7394.0,155222.8,107133.4,142834800000.0,3.6,404.0,1159000.0
KS,2017-09-01,1000.7386785993025,246.819,1541.477036,2910689.0,79387.0,13102.0,58891.0,7394.0,155222.8,107133.4,142834800000.0,3.6,404.0,1181000.0
KS,2017-10-01,1005.632478675171,246.663,1541.477036,2910689.0,79387.0,13102.0,58891.0,7394.0,156003.0,107133.4,144896500000.0,3.5,404.0,1257000.0
KS,2017-11-01,1027.8825762392516,246.669,1541.477036,2910689.0,79387.0,13102.0,58891.0,7394.0,156003.0,107133.4,144896500000.0,3.5,409.71,1273000.0
KS,2017-12-01,1034.7949610857597,246.52400000000003,1541.477036,2910689.0,79387.0,13102.0,58891.0,7394.0,156003.0,107133.4,144896500000.0,3.4,409.71,1177000.0
KS,2018-01-01,1045.6588003518214,247.867,1602.995764,2911359.0,77449.0,12792.0,56726.0,7931.0,157250.1,111458.2,146477700000.0,3.4,409.71,1301000.0
KS,2018-02-01,1035.5774202749592,248.991,1602.995764,2911359.0,77449.0,12792.0,56726.0,7931.0,157250.1,111458.2,146477700000.0,3.3,417.26,1279000.0
KS,2018-03-01,1044.4995895824552,249.554,1602.995764,2911359.0,77449.0,12792.0,56726.0,7931.0,157250.1,111458.2,146477700000.0,3.3,417.26,1324000.0
KS,2018-04-01,1055.1092221723004,250.546,1602.995764,2911359.0,77449.0,12792.0,56726.0,7931.0,158690.9,111458.2,148143700000.0,3.3,417.26,1286000.0
KS,2018-05-01,1059.4825207986719,251.588,1602.995764,2911359.0,77449.0,12792.0,56726.0,7931.0,158690.9,111458.2,148143700000.0,3.2,422.35,1358000.0
KS,2018-06-01,1056.6333630378413,251.989,1602.995764,2911359.0,77449.0,12792.0,56726.0,7931.0,158690.9,111458.2,148143700000.0,3.2,422.35,1199000.0
KS,2018-07-01,1052.6019218585302,252.006,1602.995764,2911359.0,77449.0,12792.0,56726.0,7931.0,159627.2,111458.2,149669700000.0,3.2,422.35,1199000.0
KS,2018-08-01,1058.2086180222102,252.146,1602.995764,2911359.0,77449.0,12792.0,56726.0,7931.0,159627.2,111458.2,149669700000.0,3.2,423.81,1289000.0
KS,2018-09-01,1067.1248900733299,252.439,1602.995764,2911359.0,77449.0,12792.0,56726.0,7931.0,159627.2,111458.2,149669700000.0,3.3,423.81,1247000.0
KS,2018-10-01,1076.1779339194366,252.885,1602.995764,2911359.0,77449.0,12792.0,56726.0,7931.0,160057.0,111458.2,151531900000.0,3.3,423.81,1220000.0
KS,2018-11-01,1088.2527107704304,252.038,1602.995764,2911359.0,77449.0,12792.0,56726.0,7931.0,160057.0,111458.2,151531900000.0,3.3,428.52,1177000.0
KS,2018-12-01,1087.188667188128,251.233,1602.995764,2911359.0,77449.0,12792.0,56726.0,7931.0,160057.0,111458.2,151531900000.0,3.3,428.52,1089000.0
KS,2019-01-01,1088.568273341172,251.712,1663.022249,2912635.0,66306.0,9996.0,49420.0,6890.0,157922.3,114770.6,153511200000.0,3.3,428.52,1232000.0
KS,2019-02-01,1086.7598638556515,252.776,1663.022249,2912635.0,66306.0,9996.0,49420.0,6890.0,157922.3,114770.6,153511200000.0,3.2,435.66,1129000.0
KS,2019-03-01,1091.9283765398131,254.202,1663.022249,2912635.0,66306.0,9996.0,49420.0,6890.0,157922.3,114770.6,153511200000.0,3.1,435.66,1200000.0
KS,2019-04-01,1100.0351077395023,255.548,1663.022249,2912635.0,66306.0,9996.0,49420.0,6890.0,159752.1,114770.6,153595700000.0,3.1,435.66,1280000.0
KS,2019-05-01,1115.1250683467044,256.092,1663.022249,2912635.0,66306.0,9996.0,49420.0,6890.0,159752.1,114770.6,153595700000.0,3.1,441.19,1308000.0
KS,2019-06-01,1140.130086001825,256.143,1663.022249,2912635.0,66306.0,9996.0,49420.0,6890.0,159752.1,114770.6,153595700000.0,3.1,441.19,1235000.0
KS,2019-07-01,1151.4198477407758,256.571,1663.022249,2912635.0,66306.0,9996.0,49420.0,6890.0,160804.2,114770.6,155639400000.0,3.1,441.19,1232000.0
KS,2019-08-01,1137.2615572946067,256.558,1663.022249,2912635.0,66306.0,9996.0,49420.0,6890.0,160804.2,114770.6,155639400000.0,3.1,445.13,1370000.0
KS,2019-09-01,1141.7475512960136,256.759,1663.022249,2912635.0,66306.0,9996.0,49420.0,6890.0,160804.2,114770.6,155639400000.0,3.1,445.13,1297000.0
KS,2019-10-01,1152.8940167831797,257.346,1663.022249,2912635.0,66306.0,9996.0,49420.0,6890.0,162250.7,114770.6,157097700000.0,3.1,445.13,1328000.0
KS,2019-11-01,1158.405393339812,257.208,1663.022249,2912635.0,66306.0,9996.0,49420.0,6890.0,162250.7,114770.6,157097700000.0,3.1,355.3,1343000.0
KY,2015-02-01,700.3298603085709,234.72200000000004,754.7854489,4424611.0,97545.0,22526.0,67143.0,7876.0,181655.9,143345.3,171931300000.0,5.3,355.3,886000.0
